tech_id,platform,id,description
T1497.001,"['Linux', 'macOS', 'Windows']",relationship--cbed7d53-5d5f-48ee-a2d0-ee10230d4e4c,"[Snip3](https://attack.mitre.org/software/S1086) has the ability to detect Windows Sandbox, VMWare, or VirtualBox by querying `Win32_ComputerSystem` to extract the `Manufacturer` string.(Citation: Morphisec Snip3 May 2021)"
T1027.001,"['Linux', 'macOS', 'Windows']",relationship--cbf047ee-8c01-497b-9695-aaab0450f6dd,[Ember Bear](https://attack.mitre.org/groups/G1003) has added extra spaces between JavaScript code characters to increase the overall file size.(Citation: Palo Alto Unit 42 OutSteel SaintBot February 2022 )
T1095,"['Windows', 'Linux', 'macOS', 'Network']",relationship--cbf2f9fe-e61b-4a04-a135-d1f6c4ec6cc3,"During [Operation Wocao](https://attack.mitre.org/campaigns/C0014), threat actors used a custom protocol for command and control.(Citation: FoxIT Wocao December 2019)"
T1589.002,['PRE'],relationship--cbf49a08-de8a-483a-9732-230f9cc93002,[EXOTIC LILY](https://attack.mitre.org/groups/G1011) has gathered targeted individuals' e-mail addresses through open source research and website contact forms.(Citation: Google EXOTIC LILY March 2022)
T1132.001,"['Linux', 'macOS', 'Windows']",relationship--cbf79556-91df-45cf-a64b-1dd01025ac8d,"[Cobalt Strike](https://attack.mitre.org/software/S0154) can use Base64, URL-safe Base64, or NetBIOS encoding in its C2 traffic.(Citation: Cobalt Strike Manual 4.3 November 2020)"
T1574.002,['Windows'],relationship--cbf9284f-2f47-4d1f-b708-861b0e1e85b5,"[Goopy](https://attack.mitre.org/software/S0477) has the ability to side-load malicious DLLs with legitimate applications from Kaspersky, Microsoft, and Google.(Citation: Cybereason Cobalt Kitty 2017)"
T1059.003,['Windows'],relationship--cbf95438-c89f-451f-9895-eaeb3fb65104,[FIN7](https://attack.mitre.org/groups/G0046) used the command prompt to launch commands on the victim’s machine.(Citation: FireEye FIN7 Aug 2018)(Citation: Flashpoint FIN 7 March 2019)(Citation: Mandiant FIN7 Apr 2022)
T1110,"['Windows', 'Azure AD', 'Office 365', 'SaaS', 'IaaS', 'Linux', 'macOS', 'Google Workspace', 'Containers', 'Network']",relationship--cbfa121a-bf32-42fe-917a-d3533a6697bb,"During the [2016 Ukraine Electric Power Attack](https://attack.mitre.org/campaigns/C0025), [Sandworm Team](https://attack.mitre.org/groups/G0034) used a script to attempt RPC authentication against a number of hosts.(Citation: Dragos Crashoverride 2018)"
T1566.001,"['macOS', 'Windows', 'Linux']",relationship--cbfb1a32-4582-4ecb-8a0e-4c76caaa5063,[Sidewinder](https://attack.mitre.org/groups/G0121) has sent e-mails with malicious attachments often crafted for specific targets.(Citation: ATT Sidewinder January 2021)
T1071.001,"['Linux', 'macOS', 'Windows']",relationship--cc065036-1b46-4f5c-935e-fb80bd3de7c7,[OLDBAIT](https://attack.mitre.org/software/S0138) can use HTTP for C2.(Citation: FireEye APT28)
T1027,"['Linux', 'macOS', 'Windows']",relationship--cc134d2d-64eb-469a-b8eb-90ea632c0adc,[Avaddon](https://attack.mitre.org/software/S0640) has used encrypted strings.(Citation: Arxiv Avaddon Feb 2021)
T1027.001,"['Linux', 'macOS', 'Windows']",relationship--cc13f316-0f88-4ed1-8790-b13bc35be119,"[BRONZE BUTLER](https://attack.mitre.org/groups/G0060) downloader code has included ""0"" characters at the end of the file to inflate the file size in a likely attempt to evade anti-virus detection.(Citation: Secureworks BRONZE BUTLER Oct 2017)(Citation: Trend Micro Tick November 2019)"
T1564.003,"['macOS', 'Windows', 'Linux']",relationship--cc1a0331-2b30-489c-ab4d-8853cff3a0b0,[InvisiMole](https://attack.mitre.org/software/S0260) has executed legitimate tools in hidden windows.(Citation: ESET InvisiMole June 2020)
T1106,"['Windows', 'macOS', 'Linux']",relationship--cc2099fb-4785-4884-b274-4f3e8a3b8d99,[ADVSTORESHELL](https://attack.mitre.org/software/S0045) is capable of starting a process using CreateProcess.(Citation: Bitdefender APT28 Dec 2015)
T1055.001,['Windows'],relationship--cc2dd0db-3679-4b14-b9a1-4aff659e2c4a,"[Mongall](https://attack.mitre.org/software/S1026) can inject a DLL into `rundll32.exe` for execution.(Citation: SentinelOne Aoqin Dragon June 2022)
"
T1573,"['Linux', 'macOS', 'Windows']",relationship--cc2de45c-a1f3-4085-ac35-dffa8a86e9b3,[gh0st RAT](https://attack.mitre.org/software/S0032) has encrypted TCP communications to evade detection.(Citation: Gh0stRAT ATT March 2019)
T1529,"['Linux', 'macOS', 'Windows', 'Network']",relationship--cc31afad-6349-4b66-a0a9-cd8f9de46aec,[Lazarus Group](https://attack.mitre.org/groups/G0032) has rebooted systems after destroying files and wiping the MBR on infected systems.(Citation: US-CERT SHARPKNOT June 2018)
T1059.003,['Windows'],relationship--cc35f625-8da3-4d4d-a9bf-a600183d7230,[PingPull](https://attack.mitre.org/software/S1031) can use `cmd.exe` to run various commands as a reverse shell.(Citation: Unit 42 PingPull Jun 2022)
T1091,['Windows'],relationship--cc3ca652-5f6f-4d8b-8b3d-51ab6f776e8a,[QakBot](https://attack.mitre.org/software/S0650) has the ability to use removable drives to spread through compromised networks.(Citation: Trend Micro Qakbot May 2020)
T1036.005,"['Linux', 'macOS', 'Windows', 'Containers']",relationship--cc42a6c0-ce7c-442b-8ccc-cb5a9fba3462,[Blue Mockingbird](https://attack.mitre.org/groups/G0108) has masqueraded their XMRIG payload name by naming it wercplsupporte.dll after the legitimate wercplsupport.dll file.(Citation: RedCanary Mockingbird May 2020)
T1036.004,"['Windows', 'Linux', 'macOS']",relationship--cc4635e6-bc84-4c22-a3e0-d09a57f3a888,The [Exaramel for Windows](https://attack.mitre.org/software/S0343) dropper creates and starts a Windows service named wsmprovav with the description “Windows Check AV” in an apparent attempt to masquerade as a legitimate service.(Citation: ESET TeleBots Oct 2018)
T1055,"['Linux', 'macOS', 'Windows']",relationship--cc470da4-82b7-4efb-aa09-f3e7402291df,"[ROKRAT](https://attack.mitre.org/software/S0240) can use `VirtualAlloc`, `WriteProcessMemory`, and then `CreateRemoteThread` to execute shellcode within the address space of `Notepad.exe`.(Citation: Malwarebytes RokRAT VBA January 2021)"
T1135,"['macOS', 'Windows', 'Linux']",relationship--cc495391-9abd-4df1-8ad7-ec8d84feaeb9,[Sowbug](https://attack.mitre.org/groups/G0054) listed remote shared drives that were accessible from a victim.(Citation: Symantec Sowbug Nov 2017)
T1566.001,"['macOS', 'Windows', 'Linux']",relationship--cc4f0b64-db39-4546-a5fc-a518ecc5438b,[Emotet](https://attack.mitre.org/software/S0367) has been delivered by phishing emails containing attachments. (Citation: CIS Emotet Apr 2017)(Citation: Malwarebytes Emotet Dec 2017)(Citation: Symantec Emotet Jul 2018)(Citation: US-CERT Emotet Jul 2018)(Citation: Talos Emotet Jan 2019)(Citation: Trend Micro Emotet Jan 2019)(Citation: Picus Emotet Dec 2018)(Citation: Carbon Black Emotet Apr 2019)(Citation: IBM IcedID November 2017)
T1047,['Windows'],relationship--cc506d7d-c2c4-4a56-b8d6-bfca131bfcca,[DEATHRANSOM](https://attack.mitre.org/software/S0616) has the ability to use WMI to delete volume shadow copies.(Citation: FireEye FiveHands April 2021)
T1133,"['Windows', 'Linux', 'Containers', 'macOS']",relationship--cc6b3d5d-f77d-4c83-b484-1f2516133950,[Dragonfly](https://attack.mitre.org/groups/G0035) has used VPNs and Outlook Web Access (OWA) to maintain access to victim networks.(Citation: US-CERT TA18-074A)(Citation: CISA AA20-296A Berserk Bear December 2020)
T1547.001,['Windows'],relationship--cc705bf0-ba29-443e-9cd5-aef247505210,[APT3](https://attack.mitre.org/groups/G0022) places scripts in the startup folder for persistence.(Citation: FireEye Operation Double Tap)
T1090.002,"['Linux', 'macOS', 'Windows']",relationship--cc78f0a1-7f4f-491e-a636-910f09d0c5a1,[MuddyWater](https://attack.mitre.org/groups/G0069) has controlled [POWERSTATS](https://attack.mitre.org/software/S0223) from behind a proxy network to obfuscate the C2 location.(Citation: Symantec MuddyWater Dec 2018) [MuddyWater](https://attack.mitre.org/groups/G0069) has used a series of compromised websites that victims connected to randomly to relay information to command and control (C2).(Citation: Reaqta MuddyWater November 2017)(Citation: Trend Micro Muddy Water March 2021)
T1071.001,"['Linux', 'macOS', 'Windows']",relationship--cc79d8c5-f7c9-4c8b-810d-e57d70a07d4f,[Ke3chang](https://attack.mitre.org/groups/G0004) malware including RoyalCli and BS2005 have communicated over HTTP with the C2 server through Internet Explorer (IE) by using the COM interface IWebBrowser2.(Citation: NCC Group APT15 Alive and Strong)(Citation: Microsoft NICKEL December 2021)
T1543.003,['Windows'],relationship--cc7f6dcb-dae0-401b-ba21-158c040c717e,[Clambling](https://attack.mitre.org/software/S0660) can register itself as a system service to gain persistence.(Citation: Talent-Jump Clambling February 2020)
T1087.001,"['Linux', 'macOS', 'Windows']",relationship--cc81f8f0-111c-4932-bc75-7704eaf17f73,[Bazar](https://attack.mitre.org/software/S0534) can identify administrator accounts on an infected host.(Citation: NCC Group Team9 June 2020)
T1005,"['Linux', 'macOS', 'Windows', 'Network']",relationship--cc9ffcec-db79-4913-91ae-ffd5cec643f7,[Koadic](https://attack.mitre.org/software/S0250) can download files off the target system to send back to the server.(Citation: Github Koadic)(Citation: MalwareBytes LazyScripter Feb 2021)
T1057,"['Linux', 'macOS', 'Windows', 'Network']",relationship--cca0aac6-bdc2-48da-9b95-c24e41f5a116,[HEXANE](https://attack.mitre.org/groups/G1001) has enumerated processes on targeted systems.(Citation: Kaspersky Lyceum October 2021)
T1106,"['Windows', 'macOS', 'Linux']",relationship--cca0dc19-ea37-4502-b2d4-7ce09f07be72,[Gelsemium](https://attack.mitre.org/software/S0666) has the ability to use various Windows API functions to perform tasks.(Citation: ESET Gelsemium June 2021)
T1218.010,['Windows'],relationship--cca195e2-b748-4881-b2bf-e6b3b993b460,[WIRTE](https://attack.mitre.org/groups/G0090) has used `regsvr32.exe` to trigger the execution of a malicious script.(Citation: Lab52 WIRTE Apr 2019)
T1105,"['Linux', 'macOS', 'Windows']",relationship--cca578fe-fe2d-44ef-bc55-9518f83f1443,[MoleNet](https://attack.mitre.org/software/S0553) can download additional payloads from the C2.(Citation: Cybereason Molerats Dec 2020) 
T1560.001,"['Linux', 'macOS', 'Windows']",relationship--cca64a18-4601-4169-9a8e-63036403940f,[Calisto](https://attack.mitre.org/software/S0274) uses the <code>zip -r</code> command to compress the data collected on the local system.(Citation: Securelist Calisto July 2018)(Citation: Symantec Calisto July 2018)
T1083,"['Linux', 'macOS', 'Windows', 'Network']",relationship--ccb67d98-71d6-4a26-86b6-281174ca07b0,[Kasidet](https://attack.mitre.org/software/S0088) has the ability to search for a given filename on a victim.(Citation: Zscaler Kasidet)
T1036.005,"['Linux', 'macOS', 'Windows', 'Containers']",relationship--ccb80607-a8bf-4e6b-a3e3-1755cd317552,[Sidewinder](https://attack.mitre.org/groups/G0121) has named malicious files <code>rekeywiz.exe</code> to match the name of a legitimate Windows executable.(Citation: Rewterz Sidewinder COVID-19 June 2020)
T1070.004,"['Linux', 'macOS', 'Windows']",relationship--ccb912dd-ed1f-4844-9bc0-75a033fa8813,[Ferocious](https://attack.mitre.org/software/S0679) can delete files from a compromised host.(Citation: Kaspersky WIRTE November 2021)
T1059.007,"['Windows', 'macOS', 'Linux']",relationship--ccc14a82-43bc-4eea-b19f-95aba6bdb5e6,[Chaes](https://attack.mitre.org/software/S0631) has used JavaScript and Node.Js information stealer script that exfiltrates data using the node process.(Citation: Cybereason Chaes Nov 2020)
T1218.011,['Windows'],relationship--ccc38b61-c517-4186-909a-760f12ef65e8,"[CORESHELL](https://attack.mitre.org/software/S0137) is installed via execution of rundll32 with an export named ""init"" or ""InitW.""(Citation: Microsoft SIR Vol 19)"
T1583.006,['PRE'],relationship--ccc79ae5-de3c-4955-8179-2c4aa652613d,[Kimsuky](https://attack.mitre.org/groups/G0094) has hosted content used for targeting efforts via web services such as Blogspot.(Citation: Talos Kimsuky Nov 2021)
T1059.005,"['Windows', 'macOS', 'Linux']",relationship--ccd237b6-c7d6-4941-a1f2-cb563ae90b79,[TYPEFRAME](https://attack.mitre.org/software/S0263) has used a malicious Word document for delivery with VBA macros for execution.(Citation: US-CERT TYPEFRAME June 2018)
T1082,"['Windows', 'IaaS', 'Linux', 'macOS', 'Network']",relationship--ccd4c695-2458-4eb0-ad9c-a19d411f7627,[Diavol](https://attack.mitre.org/software/S0659) can collect the computer name and OS version from the system.(Citation: Fortinet Diavol July 2021)
T1036.005,"['Linux', 'macOS', 'Windows', 'Containers']",relationship--ccd6c063-9699-4592-b903-3becc2008b91,"[Saint Bot](https://attack.mitre.org/software/S1018) has been disguised as a legitimate executable, including as Windows SDK.(Citation: Malwarebytes Saint Bot April 2021)"
T1070.004,"['Linux', 'macOS', 'Windows']",relationship--ccd99593-7ff0-4706-aa94-73cc8d237fe8,"[Silence](https://attack.mitre.org/groups/G0091) has deleted artifacts, including scheduled tasks, communicates files from the C2 and other logs.(Citation: Cyber Forensicator Silence Jan 2019)(Citation: Group IB Silence Sept 2018)	"
T1583.001,['PRE'],relationship--ccdab928-86cd-4e6d-b477-0ec156f6105a,[Gamaredon Group](https://attack.mitre.org/groups/G0047) has registered multiple domains to facilitate payload staging and C2.(Citation: Microsoft Actinium February 2022)(Citation: Unit 42 Gamaredon February 2022)
T1068,"['Linux', 'macOS', 'Windows', 'Containers']",relationship--cce31baa-5862-4df5-806f-15aaa7410fa5,"[APT28](https://attack.mitre.org/groups/G0007) has exploited CVE-2014-4076, CVE-2015-2387, CVE-2015-1701, CVE-2017-0263 to escalate privileges.(Citation: Bitdefender APT28 Dec 2015)(Citation: Microsoft SIR Vol 19)(Citation: Securelist Sofacy Feb 2018)"
T1622,"['Windows', 'Linux', 'macOS']",relationship--cce43f73-d564-4c60-9492-52b3f7039b7b,[Mafalda](https://attack.mitre.org/software/S1060) can search for debugging tools on a compromised host.(Citation: SentinelLabs Metador Technical Appendix Sept 2022)
T1059.001,['Windows'],relationship--cd001a55-ed41-4109-9090-41bebed9113a,[FIN8](https://attack.mitre.org/groups/G0061)'s malicious spearphishing payloads are executed as [PowerShell](https://attack.mitre.org/techniques/T1059/001). [FIN8](https://attack.mitre.org/groups/G0061) has also used [PowerShell](https://attack.mitre.org/techniques/T1059/001) for lateral movement and credential access.(Citation: FireEye Obfuscation June 2017)(Citation: Bitdefender FIN8 July 2021)(Citation: FireEye Know Your Enemy FIN8 Aug 2016)(Citation: Symantec FIN8 Jul 2023)
T1053.005,['Windows'],relationship--cd07e694-b95b-4797-b2da-63704b4e8939,[SQLRat](https://attack.mitre.org/software/S0390) has created scheduled tasks in <code>%appdata%\Roaming\Microsoft\Templates\</code>.(Citation: Flashpoint FIN 7 March 2019)
T1547.001,['Windows'],relationship--cd1e409b-e981-4c83-a9ea-86705a45f92c,[EvilGrab](https://attack.mitre.org/software/S0152) adds a Registry Run key for ctfmon.exe to establish persistence.(Citation: PWC Cloud Hopper Technical Annex April 2017)
T1007,"['Windows', 'macOS', 'Linux']",relationship--cd22a7a4-6f9f-481c-9a6d-6e1c665ed6cd,[WINERACK](https://attack.mitre.org/software/S0219) can enumerate services.(Citation: FireEye APT37 Feb 2018)
T1568.002,"['Linux', 'macOS', 'Windows']",relationship--cd24838b-45b2-405d-b932-9ac49eca8d4a,[CCBkdr](https://attack.mitre.org/software/S0222) can use a DGA for [Fallback Channels](https://attack.mitre.org/techniques/T1008) if communications with the primary command and control server are lost.(Citation: Talos CCleanup 2017)
T1489,"['Windows', 'Linux', 'macOS']",relationship--cd283aa1-23f1-4516-9198-9d565bd4a431,"[Wizard Spider](https://attack.mitre.org/groups/G0102) has used taskkill.exe and net.exe to stop backup, catalog, cloud, and other services prior to network encryption.(Citation: DFIR Ryuk's Return October 2020)"
T1204.002,"['Linux', 'macOS', 'Windows']",relationship--cd2842e8-13e8-4946-9f16-f0473c6ac205,[APT38](https://attack.mitre.org/groups/G0082)  has attempted to lure victims into enabling malicious macros within email attachments.(Citation: CISA AA20-239A BeagleBoyz August 2020)
T1547.001,['Windows'],relationship--cd2a7854-1339-4f40-8ba1-be032dc5249e,The [BlackEnergy](https://attack.mitre.org/software/S0089) 3 variant drops its main DLL component and then creates a .lnk shortcut to that file in the startup folder.(Citation: F-Secure BlackEnergy 2014)
